,codimap_category,codimap_title,codimap_date,views,comment_numbers,codimap_explain,codimap_hashtag,codimap_imgurl
224,걸리시,원 컬러 포인트,21.06.01,"1,380",3,스트라이프 패턴이 돋보이는 크롭 탑과 미니스커트를 매치하고 키치한 무드의 크로스 백으로 완성한 걸리시 룩,"#스트라이프,#컬러포인트,#그래픽,#짧치,#레이어드룩,#여름,#걸리시,#닥터마틴,#하이스쿨디스코,#어글리쉐도우,#플리즈프로젝트,#키픔,#샌들,#민소매 티셔츠,#반소매 티셔츠,#긴소매 티셔츠,#메신저/크로스 백,#목걸이/펜던트",https://image.msscdn.net/images/codimap/detail/3391/detail_3391_1_500.jpg?202307132307
225,캐주얼,비비드 포인트!,21.08.19,532,3,비비드한 컬러감이 돋보이는 니트에 데님 팬츠를 매치하고 스니커즈로 마무리한 캐주얼 룩,"#럭셔리,#컬러포인트,#슬릿,#비비드,#로고플레이,#와이드핏,#여름,#캐주얼,#앤더슨벨 포 우먼,#발렌시아가,#생로랑,#숄더백,#캔버스/단화",https://image.msscdn.net/images/codimap/detail/5714/detail_5714_1_500.jpg?202307132307
226,스트릿,편하고 멋있게,21.06.14,"2,407",3,그래픽이 돋보이는 티셔츠와 숏 팬츠를 매치하고 배색이 유니크한 스니커즈로 포인트를 준 스트릿 룩,"#올블랙,#편안한,#그래픽,#오버핏,#여름,#스트릿,#디스이즈네버댓,#토트백,#잡지/무크지,#숏 팬츠,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/3700/detail_3700_1_500.jpg?202307132307
227,스트릿,힙하게 마무리,21.02.09,"4,064",3,그래픽이 돋보이는 스웨트셔츠에 나일론 재킷과 조거 팬츠를 코디하고 스니커즈로 포인트를 준 스트릿 룩,"#봄,#스트릿,#디스이즈네버댓,#이벳필드,#트레이닝 재킷,#기타 시계,#캡/야구 모자,#트레이닝/조거 팬츠,#목걸이/펜던트,#맨투맨/스웨트셔츠",https://image.msscdn.net/images/codimap/detail/1804/detail_1804_1_500.jpg?202307132307
228,걸리시,프레피 룩의 정석,20.11.02,"3,253",3,간결한 실루엣이 돋보이는 블레이저와 미니스커트를 매치하고 아가일 패턴의 베스트로 포인트를 더한 걸리시 룩,"#가을,#걸리시,#무신사 스탠다드,#닥터마틴,#엔오르,#하이스쿨디스코,#로에일,#양말,#목걸이/펜던트,#구두,#미니스커트,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/392/detail_392_1_500.jpg?202307132307
229,로맨틱,화사한 데이트 룩,21.06.15,"1,789",3,크롭 슬리브리스에 밴딩 스커트를 코디하고 옐로 컬러 숄더백으로 완성한 로맨틱 룩,"#크롭,#파스텔,#화사한,#데이트,#우아한,#여름,#로맨틱,#메이엘듀,#오디너리홀리데이,#코이무이,#듀이데저트,#블로퍼,#미디스커트,#니트/스웨터,#숄더백,#귀걸이",https://image.msscdn.net/images/codimap/detail/3737/detail_3737_1_500.jpg?202307132307
230,캐주얼,편하게 꾸며,21.06.28,"4,171",3,프린팅 티셔츠와 데님 팬츠를 매치하고 메신저 백으로 포인트를 준 캐주얼 룩,"#캐릭터,#그래픽,#와이드핏,#꾸안꾸,#캠퍼스,#여름,#캐주얼,#모 스포츠,#피지컬 에듀케이션 디파트먼트,#마하그리드,#토피,#누깍,#슬리퍼,#반소매 티셔츠,#캡/야구 모자,#데님 팬츠,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/3939/detail_3939_1_500.jpg?202307132307
231,캐주얼,추천 스타일링,21.07.02,"5,083",3,"프린팅이 돋보이는 반팔 티셔츠에 데님 팬츠, 스니커즈를 더해 연출한 캐주얼 룩","#캠퍼스,#꾸안꾸,#와이드핏,#그래픽,#남친룩,#여름,#캐주얼,#포콤마,#프로스펙스,#테이크이지,#예일,#엄브로,#목걸이/펜던트,#패션스니커즈화,#데님 팬츠,#반소매 티셔츠,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/4036/detail_4036_1_500.jpg?202307132307
232,캐주얼,베스트 더하기,21.07.01,"3,775",3,반팔 티셔츠에 그린 컬러가 돋보이는 베스트를 더하고 데님 숏 팬츠로 완성한 캐주얼 룩,"#캠퍼스,#남친룩,#벌룬핏,#여름,#캐주얼,#컨버스,#레테르코모,#페넥,#사운즈라이프,#셔츠/블라우스,#백팩,#숏 팬츠,#베스트",https://image.msscdn.net/images/codimap/detail/3999/detail_3999_1_500.jpg?202307132307
233,댄디,셔츠에 집중!,21.07.02,"1,972",3,"크링클 소재가 돋보이는 셔츠와 슬랙스, 토트백으로 연출한 댄디 룩","#레더,#데이트,#뉴트럴톤,#여름,#댄디,#로터프,#오엑스 스튜디오,#커스텀에이드,#발렌티노 루디,#토트백,#구두,#시계 용품",https://image.msscdn.net/images/codimap/detail/4022/detail_4022_1_500.jpg?202307132307
234,캐주얼,가볍게 즐겨,21.07.02,"2,759",3,컬러 블록이 돋보이는 티셔츠와 스웨트 팬츠를 매치하고 스니커즈로 편안함을 더한 이지 캐주얼 룩,"#모노톤,#톤온톤,#컬러블록,#편안한,#원마일웨어,#여름,#캐주얼,#플레이언,#제로,#아디다스,#리,#헤드폰,#웨이스트 백,#트레이닝/조거 팬츠,#패션스니커즈화,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/4039/detail_4039_1_500.jpg?202307132307
235,로맨틱,분위기 있어 보여!,21.07.12,"1,775",3,셔링 디테일이 돋보이는 블라우스에 롱스커트를 매치하고 샌들로 마무리한 로맨틱 룩,"#데이트,#셔링,#화사한,#여름,#로맨틱,#세스띠,#제이에스티나,#무신사 스탠다드,#오에스티,#샌들,#토트백,#피케/카라 티셔츠,#셔츠/블라우스,#롱스커트,#목걸이/펜던트",https://image.msscdn.net/images/codimap/detail/4344/detail_4344_1_500.jpg?202307132307
236,캐주얼,깜찍한 포인트,21.07.13,"2,285",3,프린팅이 돋보이는 반팔 티셔츠와 데님 숏 팬츠를 매치하고 에코백으로 완성한 캐주얼 룩,"#그래픽,#캠퍼스,#에코,#로고플레이,#키높이,#캐릭터,#여름,#캐주얼,#컨버스,#이벳필드,#어피스오브케이크,#예일,#유니폼브릿지,#캔버스/단화,#양말,#에코백,#반소매 티셔츠,#숏 팬츠",https://image.msscdn.net/images/codimap/detail/4380/detail_4380_1_500.jpg?202307132307
237,캐주얼,블루 포인트,21.07.09,"7,246",3,오버 핏 티셔츠에 조거 팬츠를 매치하고 로고가 돋보이는 에코백으로 완성한 이지 캐주얼 룩,"#편안한,#원마일웨어,#오버핏,#로고플레이,#에코,#여름,#캐주얼,#제멋,#엠엘비,#마리떼,#제로,#컨버스,#셔츠/블라우스,#반소매 티셔츠,#캡/야구 모자,#에코백,#트레이닝/조거 팬츠",https://image.msscdn.net/images/codimap/detail/4289/detail_4289_1_500.jpg?202307132307
238,캐주얼,원 마일 웨어,21.02.24,"2,651",3,편하게 입기 좋은 스웨트셔츠에 체크 팬츠와 스니커즈를 코디하고 크로스 백으로 마무리한 이지 캐주얼 룩,"#봄,#캐주얼,#와이엠씨엘케이와이,#반스,#와릿이즌,#블루엘리펀트,#커버낫,#메신저/크로스 백,#기타 컬처,#캔버스/단화,#안경,#맨투맨/스웨트셔츠",https://image.msscdn.net/images/codimap/detail/1991/detail_1991_1_500.jpg?202307132307
239,아메리칸 캐주얼,멋진 아메카지 룩,21.07.16,"5,560",3,자수가 포인트인 베스트에 벌룬 팬츠를 매치하고 메신저 백으로 멋을 더한 아메리칸 캐주얼 룩,"#아메카지,#벌룬핏,#뉴트럴톤,#여름,#아메리칸 캐주얼,#모노노,#리끌로우,#사운즈라이프,#퍼스텝,#비욘드클로젯,#메신저/크로스 백,#안경,#코튼 팬츠,#셔츠/블라우스,#베스트",https://image.msscdn.net/images/codimap/detail/4552/detail_4552_1_500.jpg?202307132307
240,캐주얼,편하게 꾸며,21.06.28,"4,172",3,프린팅 티셔츠와 데님 팬츠를 매치하고 메신저 백으로 포인트를 준 캐주얼 룩,"#캐릭터,#그래픽,#와이드핏,#꾸안꾸,#캠퍼스,#여름,#캐주얼,#모 스포츠,#피지컬 에듀케이션 디파트먼트,#마하그리드,#토피,#누깍,#슬리퍼,#반소매 티셔츠,#캡/야구 모자,#데님 팬츠,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/3939/detail_3939_1_500.jpg?202307132307
241,캐주얼,블루 활용법,21.01.04,"9,089",3,화사한 블루 컬러 숏 패딩에 스웨트셔츠와 카고 팬츠를 매치하고 스니커즈로 마무리한 이지 캐주얼 룩,"#겨울,#캐주얼,#어나더유스,#트래블,#리끌로우,#앳 더 모먼트,#커버낫,#반스,#목걸이/펜던트,#반소매 티셔츠,#맨투맨/스웨트셔츠,#안경,#트레이닝/조거 팬츠,#안경 소품,#숏패딩/숏헤비 아우터,#캔버스/단화",https://image.msscdn.net/images/codimap/detail/1276/detail_1276_1_500.jpg?202307132307
242,걸리시,퍼 재킷 연출하기,21.01.05,"1,848",3,체크 패턴이 돋보이는 미니스커트와 퍼 재킷을 매치하고 부츠로 완성한 걸리시 룩,"#겨울,#걸리시,#시티브리즈,#조셉앤스테이시,#커렌트,#어글리쉐도우,#에이티티,#미쏘,#반소매 티셔츠,#메신저/크로스 백,#부츠,#미니스커트",https://image.msscdn.net/images/codimap/detail/1282/detail_1282_1_500.jpg?202307132307
243,걸리시,산뜻한 조합,21.06.25,"2,334",3,그린 컬러의 원피스에 니트 버킷햇과 메리제인 슈즈를 더해 완성한 걸리시 룩,"#화사한,#피크닉,#체크,#뉴트럴톤,#여름,#걸리시,#무신사 스탠다드,#다이애그널,#아카이브앱크,#시티브리즈,#빅토리아 슈즈,#양말,#목걸이/펜던트,#버킷/사파리햇,#숄더백,#미니 원피스,#힐/펌프스",https://image.msscdn.net/images/codimap/detail/3914/detail_3914_1_500.jpg?202307132307
244,걸리시,싱그러운 느낌,21.06.01,"1,429",3,"플로럴 패턴이 매력적인 원피스와 메리제인 슈즈, 숄더백으로 완성한 걸리시 룩","#데이트,#화사한,#플라워,#여름,#걸리시,#피오레,#오스트카카,#큐리티,#글렌웨이버리03150,#에잇세컨즈,#귀걸이,#숄더백,#헤어 액세서리,#힐/펌프스",https://image.msscdn.net/images/codimap/detail/3388/detail_3388_1_500.jpg?202307132307
245,아메리칸 캐주얼,패턴의 매력,21.06.03,"9,165",3,체크 패턴이 돋보이는 셔츠와 린넨 팬츠를 매치한 아메리칸 캐주얼 룩,"#린넨,#아메카지,#체크,#여름,#아메리칸 캐주얼,#와일드 브릭스,#유니드가먼츠,#테바,#라퍼지스토어,#지갑/머니클립,#벨트,#셔츠/블라우스,#슬리퍼,#코튼 팬츠",https://image.msscdn.net/images/codimap/detail/3416/detail_3416_1_500.jpg?202307132307
246,댄디,남다른 포스!,21.01.07,"3,777",3,아이보리 컬러의 터틀넥과 데님 팬츠를 매치하고 무톤 재킷으로 마무리한 캐주얼 룩,"#겨울,#댄디,#데이빗스톤,#에이징씨씨씨,#왓에버위원트,#지아니루포,#블로퍼,#부츠,#무스탕/퍼,#니트/스웨터,#비니,#데님 팬츠",https://image.msscdn.net/images/codimap/detail/1329/detail_1329_1_500.jpg?202307132307
247,스트릿,힙하게 마무리,21.02.09,"4,065",3,그래픽이 돋보이는 스웨트셔츠에 나일론 재킷과 조거 팬츠를 코디하고 스니커즈로 포인트를 준 스트릿 룩,"#봄,#스트릿,#디스이즈네버댓,#이벳필드,#트레이닝 재킷,#기타 시계,#캡/야구 모자,#트레이닝/조거 팬츠,#목걸이/펜던트,#맨투맨/스웨트셔츠",https://image.msscdn.net/images/codimap/detail/1804/detail_1804_1_500.jpg?202307132307
248,댄디,멋짐의 비결,21.07.01,"1,539",3,미니멀 무드의 반팔 티셔츠와 슬랙스를 코디하고 백팩을 더해 완성한 댄디 룩,"#모노톤,#미니멀,#레더,#톤온톤,#여름,#댄디,#데몬에이드,#인사일런스,#알레타 샌들,#코드,#빈트릴,#백팩,#반소매 티셔츠,#샌들,#슈트 팬츠/슬랙스,#선글라스",https://image.msscdn.net/images/codimap/detail/3991/detail_3991_1_500.jpg?202307132307
249,스트릿,디테일이 가득!,21.05.27,821,3,오프숄더 탑에 타이다이 패턴 팬츠와 버킷햇을 더해 완성한 스트릿 룩,"#유니크,#타이다이,#페스티벌,#봄,#스트릿,#러쉬오프,#배디,#어글리쉐도우,#러프넥,#귀걸이,#데님 팬츠,#안경 소품,#셔츠/블라우스,#구두,#버킷/사파리햇",https://image.msscdn.net/images/codimap/detail/3331/detail_3331_1_500.jpg?202307132307
250,캐주얼,인생 스웨트셔츠,20.10.27,"6,182",3,빅 로고 포인트의 스웨트셔츠에 크림 진을 매치하고 플리츠 니트 백으로 완성한 캐주얼 룩,"#가을,#캐주얼,#유니폼브릿지,#플리츠마마,#꼼파뇨,#슈펜,#하바이아나스,#반소매 티셔츠,#맨투맨/스웨트셔츠,#숄더백,#데님 팬츠,#안경 소품,#우산,#샌들",https://image.msscdn.net/images/codimap/detail/268/detail_268_1_500.jpg?202307132307
251,걸리시,뷔스티에 활용법,21.06.04,"2,723",3,미니 원피스에 페이즐리 패턴이 돋보이는 뷔스티에를 레이어드하고 스트랩 샌들로 완성한 걸리시 룩,"#레이어드룩,#피크닉,#페이즐리,#여름,#걸리시,#봉보,#엽페,#타게토,#닥터마틴,#노이아고,#목걸이/펜던트,#에코백,#민소매 티셔츠,#샌들,#미니 원피스",https://image.msscdn.net/images/codimap/detail/3495/detail_3495_1_500.jpg?202307132307
252,스트릿,편하고 멋있게,21.06.14,"2,408",3,그래픽이 돋보이는 티셔츠와 숏 팬츠를 매치하고 배색이 유니크한 스니커즈로 포인트를 준 스트릿 룩,"#올블랙,#편안한,#그래픽,#오버핏,#여름,#스트릿,#디스이즈네버댓,#토트백,#잡지/무크지,#숏 팬츠,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/3700/detail_3700_1_500.jpg?202307132307
253,로맨틱,화사한 데이트 룩,21.06.15,"1,790",3,크롭 슬리브리스에 밴딩 스커트를 코디하고 옐로 컬러 숄더백으로 완성한 로맨틱 룩,"#크롭,#파스텔,#화사한,#데이트,#우아한,#여름,#로맨틱,#메이엘듀,#오디너리홀리데이,#코이무이,#듀이데저트,#블로퍼,#미디스커트,#니트/스웨터,#숄더백,#귀걸이",https://image.msscdn.net/images/codimap/detail/3737/detail_3737_1_500.jpg?202307132307
254,걸리시,서머 걸리시,21.05.27,"2,087",3,타이다이 패턴이 돋보이는 미니 원피스에 버킷햇과 샌들을 더해 완성한 걸리시 룩,"#타이다이,#봄,#걸리시,#닥터마틴,#러닝하이,#러브이즈트루,#랩,#목걸이/펜던트,#샌들,#미니 원피스,#버킷/사파리햇,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/3329/detail_3329_1_500.jpg?202307132307
255,캐주얼,미니멀의 정석,21.01.04,"1,793",3,담백한 디테일의 롱 코트에 니트와 팬츠를 매치하고 로고 패턴이 돋보이는 스니커즈로 포인트를 준 캐주얼 룩,"#겨울,#캐주얼,#엠씨엠,#아모멘토,#캔버스/단화,#니트/스웨터,#셔츠/블라우스,#데님 팬츠,#겨울 싱글 코트,#디지털,#페도라,#케이스/슬리브",https://image.msscdn.net/images/codimap/detail/1263/detail_1263_1_500.jpg?202307132307
256,캐주얼,여름 셔츠 코디,21.06.22,"4,200",3,오버 핏 셔츠와 숏 팬츠를 매치하고 크로스 백으로 마무리한 캐주얼 룩,"#오버핏,#와이드핏,#뉴트럴톤,#피크닉,#여름,#캐주얼,#라츠,#커버낫,#다이아몬드 레이라,#코닥,#숏 팬츠,#시계 용품,#셔츠/블라우스,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/3829/detail_3829_1_500.jpg?202307132307
257,캐주얼,원 마일 웨어,21.06.16,"3,102",3,편하게 입기 좋은 반팔 티셔츠에 스웨트 팬츠를 매치하고 크로스 백과 슬리퍼로 마무리한 이지 캐주얼 룩,"#로고플레이,#편안한,#원마일웨어,#모노톤,#와이드핏,#여름,#캐주얼,#크럼프,#커버낫,#와릿이즌,#아이홉소,#게스,#트레이닝/조거 팬츠,#안경 소품,#슬리퍼,#메신저/크로스 백,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/3746/detail_3746_1_500.jpg?202307132307
258,캐주얼,가벼운 외출,21.01.05,"1,897",3,귀여운 그래픽이 돋보이는 니트와 데님 팬츠를 연출하고 백팩으로 완성한 캐주얼 룩,"#겨울,#캐주얼,#네이키드니스,#베테제,#티떠블유엔,#파르티멘토,#지프,#뉴발란스,#백팩,#기타 컬처,#데님 팬츠,#숏패딩/숏헤비 아우터,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/1298/detail_1298_1_500.jpg?202307132307
259,캐주얼,베스트 더하기,21.07.01,"3,776",3,반팔 티셔츠에 그린 컬러가 돋보이는 베스트를 더하고 데님 숏 팬츠로 완성한 캐주얼 룩,"#캠퍼스,#남친룩,#벌룬핏,#여름,#캐주얼,#컨버스,#레테르코모,#페넥,#사운즈라이프,#셔츠/블라우스,#백팩,#숏 팬츠,#베스트",https://image.msscdn.net/images/codimap/detail/3999/detail_3999_1_500.jpg?202307132307
260,캐주얼,블루 포인트,21.07.09,"7,247",3,오버 핏 티셔츠에 조거 팬츠를 매치하고 로고가 돋보이는 에코백으로 완성한 이지 캐주얼 룩,"#편안한,#원마일웨어,#오버핏,#로고플레이,#에코,#여름,#캐주얼,#제멋,#엠엘비,#마리떼,#제로,#컨버스,#셔츠/블라우스,#반소매 티셔츠,#캡/야구 모자,#에코백,#트레이닝/조거 팬츠",https://image.msscdn.net/images/codimap/detail/4289/detail_4289_1_500.jpg?202307132307
261,캐주얼,디테일 가득!,21.07.02,"4,672",3,그래픽 디테일이 돋보이는 티셔츠에 데님 팬츠를 코디하고 스니커즈로 완성한 캐주얼 룩,"#톤온톤,#그래픽,#모노톤,#컬러블록,#캠퍼스,#미세먼지,#와이드핏,#여름,#캐주얼,#반스,#트래블,#팝미,#로아드로아,#미니멀프로젝트,#캔버스/단화,#반소매 티셔츠,#마스크,#메신저/크로스 백,#데님 팬츠",https://image.msscdn.net/images/codimap/detail/4037/detail_4037_1_500.jpg?202307132307
262,댄디,톤온톤의 멋,21.07.05,"1,206",3,스트라이프 패턴이 매력적인 니트와 하프 팬츠를 매치하고 크로스 백으로 완성한 댄디 룩,"#톤온톤,#스트라이프,#데이트,#레더,#여름,#댄디,#콘스페로,#닥터마틴,#토마스모어,#미나브,#로파이,#메신저/크로스 백,#슬리퍼,#벨트,#피케/카라 티셔츠,#숏 팬츠",https://image.msscdn.net/images/codimap/detail/4088/detail_4088_2_500.jpg?202307132307
263,캐주얼,남다른 플리스,20.10.28,"2,408",3,상·하의를 블랙으로 통일하고 빈티지한 퍼플 컬러의 플리스 재킷으로 개성을 더한 이지 캐주얼 룩,"#가을,#캐주얼,#반스,#앤커,#엘엠씨,#어낫띵,#와릿이즌,#캔버스/단화,#헤드폰,#셔츠/블라우스,#반소매 티셔츠,#트레이닝/조거 팬츠",https://image.msscdn.net/images/codimap/detail/289/detail_289_1_500.jpg?202307132307
264,캐주얼,깜찍한 포인트,21.07.13,"2,286",3,프린팅이 돋보이는 반팔 티셔츠와 데님 숏 팬츠를 매치하고 에코백으로 완성한 캐주얼 룩,"#그래픽,#캠퍼스,#에코,#로고플레이,#키높이,#캐릭터,#여름,#캐주얼,#컨버스,#이벳필드,#어피스오브케이크,#예일,#유니폼브릿지,#캔버스/단화,#양말,#에코백,#반소매 티셔츠,#숏 팬츠",https://image.msscdn.net/images/codimap/detail/4380/detail_4380_1_500.jpg?202307132307
265,캐주얼,편안한 하루,21.03.02,"19,866",3,퍼플 컬러의 후드 티셔츠에 조거 팬츠를 더한 후 귀여운 볼캡으로 완성한 이지 캐주얼 룩,"#봄,#캐주얼,#제멋,#화이트블럭,#엠엠엘지,#어널러코드,#뉴발란스,#예일,#블루종/MA-1,#케이스/슬리브,#반소매 티셔츠,#트레이닝/조거 팬츠,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/2059/detail_2059_1_500.jpg?202307132307
266,포멀,모노 톤 활용법,21.02.18,803,3,심플한 니트와 셔츠를 레이어드하고 와이드 핏 슬랙스와 숄더백으로 완성한 포멀 룩,"#봄,#포멀,#로에일,#루에브르,#랩,#링키래버토리,#노이아고,#마뗑킴,#반소매 티셔츠,#셔츠/블라우스,#숄더백,#귀걸이,#슈트 팬츠/슬랙스,#부츠",https://image.msscdn.net/images/codimap/detail/1895/detail_1895_1_500.jpg?202307132307
267,로맨틱,분위기 있어 보여!,21.07.12,"1,776",3,셔링 디테일이 돋보이는 블라우스에 롱스커트를 매치하고 샌들로 마무리한 로맨틱 룩,"#데이트,#셔링,#화사한,#여름,#로맨틱,#세스띠,#제이에스티나,#무신사 스탠다드,#오에스티,#샌들,#토트백,#피케/카라 티셔츠,#셔츠/블라우스,#롱스커트,#목걸이/펜던트",https://image.msscdn.net/images/codimap/detail/4344/detail_4344_1_500.jpg?202307132307
268,걸리시,프레피 룩의 정석,20.11.02,"3,254",3,간결한 실루엣이 돋보이는 블레이저와 미니스커트를 매치하고 아가일 패턴의 베스트로 포인트를 더한 걸리시 룩,"#가을,#걸리시,#무신사 스탠다드,#닥터마틴,#엔오르,#하이스쿨디스코,#로에일,#양말,#목걸이/펜던트,#구두,#미니스커트,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/392/detail_392_1_500.jpg?202307132307
269,캐주얼,편한 게 최고!,21.06.01,"2,276",3,워싱이 매력적인 숏 팬츠와 반팔 티셔츠를 코디하고 옐로 스니커즈로 포인트를 준 이지 캐주얼 룩,"#그래픽,#편안한,#원마일웨어,#여름,#캐주얼,#코닥,#라이프워크,#나이키,#헤드폰,#양말",https://image.msscdn.net/images/codimap/detail/3379/detail_3379_1_500.jpg?202307132307
270,시크,시크 지수 업!,21.05.24,"1,021",3,스트랩 디테일이 매력적인 뷔스티에와 랩스커트를 매치하고 숄더백으로 마무리한 시크 룩,"#그래픽,#모노톤,#유니크,#봄,#시크,#르벡,#코어브라스,#인사일런스 우먼,#나체,#엣클립,#블로퍼,#귀걸이,#미디스커트,#숄더백",https://image.msscdn.net/images/codimap/detail/3251/detail_3251_1_500.jpg?202307132307
271,캐주얼,간편한 셋업,21.05.17,"3,002",3,편하게 입기 좋은 아노락 셋업에 오렌지 컬러의 볼캡으로 포인트를 준 이지 캐주얼 룩,"#봄,#캐주얼,#페넥,#뉴발란스,#엠엠엘지,#스파오,#케이스/슬리브,#캡/야구 모자,#아노락 재킷,#숏 팬츠",https://image.msscdn.net/images/codimap/detail/3178/detail_3178_1_500.jpg?202307132307
272,캐주얼,간편한 셋업,21.05.20,896,3,체커보드 패턴의 셔츠와 숏 팬츠 셋업을 매치하고 스니커즈를 더해 마무리한 캐주얼 룩,"#체크,#편안한,#셋업코디,#봄,#캐주얼,#벤시몽,#배디,#브이브이브이,#키르시,#캔버스/단화,#민소매 티셔츠,#목걸이/펜던트,#숏 팬츠,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/3222/detail_3222_1_500.jpg?202307132307
273,캐주얼,홀리데이 꾸안꾸 룩,21.12.21,"1,779",3,카키 컬러가 돋보이는 카라 티셔츠와 숏 패딩을 코디하고 크로스 백으로 포인트를 더한 캐주얼 룩,"#크리스마스,#캠퍼스,#로고플레이,#와펜,#체크,#꾸안꾸,#리버서블,#겨울,#캐주얼,#와릿이즌,#컨버스,#라퍼지스토어,#유니온발란트,#프레드페리,#엠에스엠알,#피케/카라 티셔츠,#코튼 팬츠,#머플러,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/10375/detail_10375_1_500.jpg?202307132307
274,캐주얼,크리스마스 남친 룩,21.12.22,"4,627",3,비비드한 레드 컬러가 매력적인 카디건에 더플코트와 코듀로이 팬츠를 매치하고 머플러로 연출한 캐주얼 룩,"#크리스마스,#비비드,#코듀로이,#벌룬핏,#남친룩,#심볼,#겨울,#캐주얼,#비욘드클로젯,#사운즈라이프,#어그,#파르티멘토,#카디건,#코튼 팬츠,#후드 티셔츠,#부츠,#머플러,#겨울 기타 코트",https://image.msscdn.net/images/codimap/detail/10473/detail_10473_1_500.jpg?202307132307
275,캐주얼,로고 플레이,21.05.18,"5,865",3,로고 자수가 돋보이는 반팔 티셔츠와 숏 팬츠를 매치하고 크림 컬러의 플립플랍으로 마무리한 캐주얼 룩,"#봄,#캐주얼,#토앤토,#와릿이즌,#슬리퍼,#목걸이/펜던트,#반소매 티셔츠,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/3198/detail_3198_1_500.jpg?202307132307
276,로맨틱,데이트 하는 날,21.05.17,"1,694",3,산뜻한 느낌의 크롭 블라우스와 데님 팬츠로 완성한 로맨틱 룩,"#봄,#로맨틱,#판도라핏,#코노시도진,#제이에스티나,#쎄꼰도,#미쏘,#데님 팬츠,#안경,#힐/펌프스,#메신저/크로스 백,#크로스백,#귀걸이,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/3188/detail_3188_1_500.jpg?202307132307
277,캐주얼,비에도 가볍게,21.10.06,"3,377",3,레터링이 돋보이는 스웨트셔츠와 트러커 재킷을 매치하고 백팩으로 마무리한 캐주얼 룩,"#레터링,#레이어드룩,#오버핏,#스티치,#캠퍼스,#비,#가을,#캐주얼,#컨버스,#파라체이스,#유니폼브릿지,#테이크이지,#일꼬르소,#아카우,#캔버스/단화,#우산,#백팩,#셔츠/블라우스,#맨투맨/스웨트셔츠,#트러커 재킷,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/7533/detail_7533_1_500.jpg?202307132307
278,캐주얼,캐주얼한 매력,21.12.24,"2,731",3,캐주얼 무드의 하프 집업과 데님 팬츠를 매치하고 무스탕으로 마무리한 캐주얼 룩,"#레더,#스티치,#스웨이드,#캠퍼스,#겨울,#캐주얼,#러프넥,#화이트프로젝트,#라티젠,#시티브리즈,#밀리언코르,#앨리스마샤,#부츠,#머플러,#무스탕/퍼,#숄더백",https://image.msscdn.net/images/codimap/detail/10550/detail_10550_1_500.jpg?202307132307
279,캐주얼,편하게 즐겨,22.02.18,"11,108",3,로고가 돋보이는 후드 티셔츠와 트레이닝 팬츠를 연출하고 백팩으로 마무리한 캐주얼 룩,"#로고플레이,#레터링,#오버핏,#편안한,#원마일웨어,#꾸안꾸,#플리스,#캠퍼스,#봄,#캐주얼,#로우로우,#예일,#아디다스,#아카이브 볼드,#마하그리드,#에스피오나지,#백팩,#기타 컬처,#후드 티셔츠,#패션스니커즈화,#트레이닝/조거 팬츠,#비니,#플리스/뽀글이",https://image.msscdn.net/images/codimap/detail/12677/detail_12677_1_500.jpg?202307132307
280,걸리시,사랑스러워,22.01.20,"4,915",3,플라워 패턴이 돋보이는 베스트와 터틀넥을 레이어드하고 무톤 재킷으로 완성한 걸리시 룩,"#여친룩,#귀여운,#짧치,#레이어드룩,#플라워,#스웨이드,#오버핏,#뉴트럴톤,#겨울,#걸리시,#유니어패럴,#큐리티,#바잘,#블론드나인,#카렌화이트,#크랭크,#플레이스 스튜디오,#반소매 티셔츠,#긴소매 티셔츠,#샌들,#미니스커트,#헌팅캡/베레모,#부츠,#숄더백,#무스탕/퍼",https://image.msscdn.net/images/codimap/detail/11568/detail_11568_1_500.jpg?202307132307
